activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,dti_bucket,decisioned,loan_purpose_label,action_taken_label,ltv,ltv_bucket
2024,549300SHE1JTCOWBP090,99999,NC,37085,37085071302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,45000,58.866,7.25,-0.37,2,,,,,,,,1.0,2,2,2,2,275000.0,1,1,3,5,1,,146.0,42,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,7127,44.79,71500,121.0,1330,2420,19,36%-49%,True,Home Improvement,Loan Originated,16.363636363636363,<=60%
2024,549300SHE1JTCOWBP090,48900,NC,37019,37019020304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,2,2,1,2,25000,67.122,,,3,,,,,,,,2.0,2,2,2,2,275000.0,1,1,3,5,1,,46.0,38,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,3,,,,8816,6.39,96300,119.0,3898,4888,15,36%-49%,True,Other Purpose,Application Denied,9.090909090909092,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37071,37071031006,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,55000,29.845,7.25,-0.28,2,,,,,,,,1.0,2,2,2,2,325000.0,1,1,3,5,1,,82.0,38,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,1824,19.79,100300,102.0,489,683,47,36%-49%,True,Refinancing,Loan Originated,16.923076923076923,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37179,37179020307,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,2,2,1,2,35000,84.632,,,3,,,,,,,,2.0,2,2,2,2,525000.0,1,1,3,5,1,,76.0,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,1,,,,6748,35.15,100300,89.0,2144,2517,20,50%-60%,True,Other Purpose,Application Denied,6.666666666666667,<=60%
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081011904,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,2,2,1,2,25000,56.349,,,3,,,,,,,,2.0,2,2,2,2,215000.0,1,1,3,5,1,,17.0,>60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,1,,,,5263,83.09,80700,82.0,913,1466,24,>60%,True,Other Purpose,Application Denied,11.627906976744185,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37085,37085070802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,35000,49.542,7.25,-0.37,2,,,,,,,,1.0,2,2,2,2,235000.0,1,1,3,5,1,,57.0,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,5289,28.06,71500,150.0,762,1396,23,36%-49%,True,Refinancing,Loan Originated,14.893617021276595,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37097,37097060602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,305000,78.467,,,3,,,,,,,,2.0,2,2,2,2,675000.0,1,1,3,5,1,,87.0,>60%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,1,,,,2030,13.99,100300,129.0,700,811,43,>60%,True,Other Purpose,Application Denied,45.18518518518518,<=60%
2024,549300SHE1JTCOWBP090,49180,NC,37057,37057060800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Black or African American,Female,1,0,2,1,31,1,2,1,2,105000,40.816,7.25,-0.37,2,,,,,,,,1.0,2,2,2,2,245000.0,1,1,3,5,1,,57.0,47,3,10,2,14.0,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4363,60.53,81900,55.0,665,1644,52,36%-49%,True,Refinancing,Loan Originated,42.857142857142854,<=60%
2024,549300SHE1JTCOWBP090,24780,NC,37147,37147000304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,2,2,1,2,135000,89.551,,,3,,,,,,,,1.0,2,2,2,2,375000.0,1,1,3,5,1,,69.0,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,1,,,,5083,27.37,84700,120.0,1248,1948,32,50%-60%,True,Refinancing,Application Denied,36.0,<=60%
2024,549300SHE1JTCOWBP090,49180,NC,37059,37059080500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,2,2,1,2,55000,78.697,7.25,-0.35,2,,,,,,,,2.0,2,2,2,2,225000.0,1,1,3,5,1,,52.0,46,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,4702,30.43,81900,88.0,1128,1629,31,36%-49%,True,Refinancing,Loan Originated,24.444444444444443,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37061,37061090202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,4,2,2,1,2,45000,67.882,7.25,-0.32,2,,,,,,,,1.0,2,2,2,2,205000.0,1,1,3,5,1,,127.0,<20%,3,3,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,2070,53.19,71500,86.0,683,1173,43,<20%,True,Other Purpose,Loan Originated,21.951219512195124,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37135,37135011106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,55000,32.727,7.25,-0.4,2,,,,,,,,2.0,2,2,2,2,495000.0,1,1,3,5,1,,169.0,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,2471,29.87,106500,100.0,719,836,36,20%-<30%,True,Refinancing,Loan Originated,11.11111111111111,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37063,37063002100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,1,1,2,2,1,2,55000,,,,3,,,,,,,,2.0,2,2,2,2,,1,1,3,5,1,,54.0,,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,9056,36.7,106500,106.0,2534,3007,26,Missing,False,Home Purchase,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,25000,72.593,,,3,,,,,,,,2.0,2,2,2,2,325000.0,1,1,3,5,1,,49.0,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,1,,,,3898,66.06,122300,41.0,488,954,58,>60%,True,Home Improvement,Application Denied,7.6923076923076925,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37179,37179020901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,115000,30.726,7.25,-0.32,2,,,,,,,,1.0,2,2,2,2,355000.0,1,1,3,5,1,,56.0,47,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,5306,22.77,100300,70.0,1627,2193,35,36%-49%,True,Home Purchase,Loan Originated,32.3943661971831,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37063,37063000600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,105000,53.591,7.25,-0.32,2,,,,,,,,1.0,2,2,2,2,475000.0,1,1,3,5,3,,73.0,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,5507,50.88,106500,106.0,1268,1877,52,36%-49%,True,Home Improvement,Loan Originated,22.105263157894736,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37063,37063001604,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,15000,36.179,,,3,,,,,,,,2.0,2,2,2,2,305000.0,1,1,3,5,1,,70.0,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,3,,,,6655,28.49,106500,129.0,2753,2993,36,20%-<30%,True,Home Improvement,Application Denied,4.918032786885246,<=60%
2024,549300SHE1JTCOWBP090,22180,NC,37093,37093970201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,4,2,2,1,2,75000,63.313,7.25,-0.28,2,,,,,,,,1.0,2,2,2,2,145000.0,1,1,3,5,1,,111.0,42,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4129,49.84,71300,108.0,1282,1805,29,36%-49%,True,Other Purpose,Loan Originated,51.724137931034484,<=60%
2024,549300SHE1JTCOWBP090,25860,NC,37023,37023021100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,35000,45.157,,,3,,,,,,,,2.0,2,2,2,2,265000.0,1,1,3,5,1,,123.0,30%-<36%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,3,,,,5946,17.84,78100,100.0,1789,2728,44,30%-<36%,True,Other Purpose,Application Denied,13.20754716981132,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37071,37071032405,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000,46.136,7.25,-0.29,2,,,,,,,,1.0,2,2,2,2,1075000.0,1,1,3,5,1,,149.0,48,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,3342,15.98,100300,137.0,927,1108,25,36%-49%,True,Home Improvement,Loan Originated,9.767441860465116,<=60%
2024,549300SHE1JTCOWBP090,24660,NC,37157,37157041100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,31,2,2,1,2,35000,47.584,7.25,-0.32,2,,,,,,,,1.0,2,2,2,2,265000.0,1,1,3,5,1,,57.0,38,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6485,20.2,80700,102.0,2211,2935,41,36%-49%,True,Refinancing,Loan Originated,13.20754716981132,<=60%
2024,549300SHE1JTCOWBP090,22180,NC,37051,37051003315,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,25000,59.089,7.25,-0.29,2,,,,,,,,1.0,2,2,2,2,165000.0,1,1,3,5,1,,44.0,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4191,73.56,71300,96.0,924,1597,42,36%-49%,True,Other Purpose,Loan Originated,15.151515151515152,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37009,37009970400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,55000,41.979,7.25,-0.32,2,,,,,,,,1.0,2,2,2,2,285000.0,1,1,3,5,1,,117.0,41,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,4360,10.6,71500,110.0,1737,2612,41,36%-49%,True,Refinancing,Loan Originated,19.298245614035086,<=60%
2024,549300SHE1JTCOWBP090,11700,NC,37021,37021001801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,55000,56.925,7.25,-0.32,2,,,,,,,,1.0,2,2,2,2,385000.0,1,1,3,5,1,,60.0,42,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,3512,27.68,87000,106.0,801,1335,34,36%-49%,True,Home Improvement,Loan Originated,14.285714285714285,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183053427,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,2,2,2,1,2,85000,54.438,7.25,-0.29,2,,,,,,,,1.0,2,2,2,2,735000.0,1,1,3,5,1,,109.0,38,3,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5698,30.12,122300,175.0,1109,1356,16,36%-49%,True,Home Improvement,Loan Originated,11.564625850340136,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37025,37025041100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,2,1,2,55000,17.857,7.25,-0.29,2,,,,,,,,1.0,2,2,2,2,285000.0,1,1,3,5,1,,80.0,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,7370,37.54,100300,99.0,1932,2623,27,20%-<30%,True,Home Improvement,Loan Originated,19.298245614035086,<=60%
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081010702,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,1,2,45000,89.981,7.25,-0.32,2,,,,,,,,1.0,2,2,2,2,225000.0,1,1,3,5,1,,56.0,44,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,6928,54.14,80700,123.0,195,459,0,36%-49%,True,Other Purpose,Loan Originated,20.0,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054403,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,55000,34.116,7.25,-0.37,2,,,,,,,,1.0,2,2,2,2,985000.0,1,1,3,5,1,,178.0,41,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,4159,51.67,122300,84.0,934,1239,34,36%-49%,True,Other Purpose,Loan Originated,5.583756345177665,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37119,37119005723,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,15000,22.008,7.25,-0.37,2,,,,,,,,1.0,2,2,2,2,485000.0,1,1,3,5,1,,129.0,<20%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,3573,66.39,100300,74.0,545,892,25,<20%,True,Home Improvement,Loan Originated,3.0927835051546393,<=60%
2024,549300SHE1JTCOWBP090,25860,NC,37023,37023020203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,31,1,2,1,2,75000,,,,3,,,,,,,,2.0,2,2,2,2,,1,1,3,5,1,,146.0,,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,2860,15.35,78100,144.0,1104,1940,32,Missing,False,Refinancing,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,24660,NC,37157,37157041001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,55000,83.875,7.25,-0.28,2,,,,,,,,1.0,2,2,2,2,315000.0,1,1,3,5,1,,87.0,40,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6437,16.79,80700,95.0,1887,2810,28,36%-49%,True,Other Purpose,Loan Originated,17.46031746031746,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183053518,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,4,2,2,1,2,175000,34.287,,,3,,,,,,,,2.0,2,2,2,2,1005000.0,1,1,3,5,1,,19.0,>60%,3,10,2,,,,,5,,,,,2,4,2,27.0,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,1,3.0,,,3528,19.76,122300,110.0,1585,1816,41,>60%,True,Other Purpose,Application Denied,17.412935323383085,<=60%
2024,549300SHE1JTCOWBP090,27340,NC,37133,37133001400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,55000,51.422,7.25,-0.37,2,,,,,,,,1.0,2,2,2,2,235000.0,1,1,3,5,1,,107.0,20%-<30%,3,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,4433,28.04,76200,143.0,1240,1814,46,20%-<30%,True,Home Improvement,Loan Originated,23.404255319148938,<=60%
2024,549300SHE1JTCOWBP090,11700,NC,37089,37089930703,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,125000,64.944,7.25,-0.29,2,,,,,,,,1.0,2,2,2,2,615000.0,1,1,3,5,1,,219.0,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,5849,13.56,87000,99.0,2499,3014,28,20%-<30%,True,Refinancing,Loan Originated,20.32520325203252,<=60%
2024,549300SHE1JTCOWBP090,47260,NC,37073,37073970200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,45000,85.128,7.25,-0.29,2,,,,,,,,1.0,2,2,2,2,375000.0,1,1,3,5,1,,114.0,41,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3476,38.41,100900,67.0,1221,1712,36,36%-49%,True,Other Purpose,Loan Originated,12.0,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37055,37055970601,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,25000,40.319,,,3,,,,,,,,2.0,2,2,2,2,455000.0,1,1,3,5,1,,29.0,>60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,1,,,,6394,24.6,71500,98.0,1878,2871,29,>60%,True,Home Improvement,Application Denied,5.4945054945054945,<=60%
2024,549300SHE1JTCOWBP090,22180,NC,37051,37051000900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,95000,94.173,,,3,,,,,,,,2.0,2,2,2,2,195000.0,1,1,3,5,1,,41.0,>60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,1,4.0,,,4670,44.58,71300,93.0,1097,2417,60,>60%,True,Home Improvement,Application Denied,48.717948717948715,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37071,37071033502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,2,2,1,2,85000,62.889,,,3,,,,,,,,2.0,2,2,2,2,385000.0,1,1,3,5,1,,73.0,50%-60%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,,1,1,6,,,,,1,,,,2674,16.9,100300,87.0,792,952,33,50%-60%,True,Refinancing,Application Denied,22.07792207792208,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,55000,31.263,7.25,-0.35,2,,,,,,,,2.0,2,2,2,2,385000.0,1,1,3,5,1,,208.0,<20%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,8201,42.51,122300,89.0,2024,2728,25,<20%,True,Refinancing,Loan Originated,14.285714285714285,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37063,37063001806,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,1,2,65000,88.951,,,3,,,,,,,,2.0,2,2,2,2,435000.0,1,1,3,5,1,,205.0,42,3,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,6760,66.94,106500,71.0,2311,2709,20,36%-49%,True,Home Improvement,Application Denied,14.942528735632186,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37111,37111970400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,3,0,2,1,2,2,2,1,2,35000,78.862,,,3,,,,,,,,2.0,2,2,2,2,235000.0,1,1,3,5,1,,39.0,50%-60%,3,10,2,,,,,5,,,,,2,4,1,5.0,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,6,,,,,1,3.0,,,2569,29.12,71500,72.0,547,1071,52,50%-60%,True,Home Improvement,Application Denied,14.893617021276595,<=60%
2024,549300SHE1JTCOWBP090,49180,NC,37067,37067003703,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,4,2,2,1,2,45000,77.947,7.25,-0.4,2,,,,,,,,2.0,2,2,2,2,275000.0,1,1,3,5,1,,129.0,30%-<36%,3,3,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,8478,54.26,81900,135.0,2183,2777,19,30%-<36%,True,Other Purpose,Loan Originated,16.363636363636363,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37111,37111970400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,2,2,2,1,2,15000,71.881,,,3,,,,,,,,2.0,2,2,2,2,235000.0,1,1,3,5,1,,52.0,30%-<36%,3,3,2,,,,,2,,,,,2,2,1,5.0,,,,1,5.0,,,,2,2,1,2,2,2,<25,25-34,No,No,1,1,6,,,,,3,,,,2569,29.12,71500,72.0,547,1071,52,30%-<36%,True,Home Improvement,Application Denied,6.382978723404255,<=60%
2024,549300SHE1JTCOWBP090,22180,NC,37051,37051000800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,45000,75.2,,,3,,,,,,,,2.0,2,2,2,2,255000.0,1,1,3,5,1,,90.0,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,1,3.0,,,2588,42.54,71300,152.0,762,1289,55,36%-49%,True,Other Purpose,Application Denied,17.647058823529413,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37091,37091950102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,3,0,2,1,4,1,2,1,1,5000,2.0,,,3,,,,,,,,2.0,2,2,2,2,205000.0,1,3,3,5,1,,25.0,<20%,3,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,3,,,,3235,68.19,71500,74.0,1047,1974,49,<20%,True,Other Purpose,Application Denied,2.4390243902439024,<=60%
